Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507201020,Central Pier,East,49,94
202507201020,Chek Lap Kok,North,73,95
202507201020,Cheung Chau,Northeast,105,148
202507201020,Cheung Chau Beach,Northeast,105,132
202507201020,Green Island,Northeast,111,150
202507201020,Hong Kong Sea School,Southeast,95,193
202507201020,Kai Tak,Northeast,38,92
202507201020,King's Park,Northeast,53,112
202507201020,Lamma Island,Northeast,47,113
202507201020,Lau Fau Shan,Northeast,64,89
202507201020,Ngong Ping,N/A,87,132
202507201020,North Point,Northeast,72,100
202507201020,Peng Chau,Northeast,84,127
202507201020,Sai Kung,Northeast,62,94
202507201020,Sha Chau,North,81,113
202507201020,Sha Tin,Northeast,30,67
202507201020,Shek Kong,Northeast,N/A,N/A
202507201020,Stanley,N/A,N/A,N/A
202507201020,Star Ferry,East,24,54
202507201020,Ta Kwu Ling,Northeast,37,72
202507201020,Tai Mei Tuk,Northeast,90,122
202507201020,Tai Po Kau,Northeast,64,84
202507201020,Tap Mun,East,96,125
202507201020,Tate's Cairn,East,108,154
202507201020,Tseung Kwan O,North,30,100
202507201020,Tsing Yi,Variable,22,50
202507201020,Tuen Mun,North,19,44
202507201020,Waglan Island,Northeast,130,156
202507201020,Wetland Park,North,11,40
202507201020,Wong Chuk Hang,Northeast,41,94
