Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507200700,Central Pier,Northwest,19,32
202507200700,Chek Lap Kok,North,45,62
202507200700,Cheung Chau,North,54,81
202507200700,Cheung Chau Beach,Northeast,24,50
202507200700,Green Island,North,60,73
202507200700,Hong Kong Sea School,North,36,77
202507200700,Kai Tak,Northwest,30,66
202507200700,King's Park,North,29,67
202507200700,Lamma Island,North,44,56
202507200700,Lau Fau Shan,North,44,60
202507200700,Ngong Ping,N/A,40,85
202507200700,North Point,North,35,51
202507200700,Peng Chau,Northwest,45,70
202507200700,Sai Kung,North,38,67
202507200700,Sha Chau,North,46,62
202507200700,Sha Tin,North,19,40
202507200700,Shek Kong,North,N/A,N/A
202507200700,Stanley,N/A,N/A,N/A
202507200700,Star Ferry,Northwest,13,33
202507200700,Ta Kwu Ling,North,16,27
202507200700,Tai Mei Tuk,North,38,65
202507200700,Tai Po Kau,North,23,40
202507200700,Tap Mun,North,32,60
202507200700,Tate's Cairn,North,86,108
202507200700,Tseung Kwan O,North,24,62
202507200700,Tsing Yi,North,38,64
202507200700,Tuen Mun,North,8,28
202507200700,Waglan Island,North,77,90
202507200700,Wetland Park,North,4,16
202507200700,Wong Chuk Hang,Northwest,17,39
