Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507200420,Central Pier,Northwest,28,42
202507200420,Chek Lap Kok,Northwest,35,48
202507200420,Cheung Chau,Northwest,46,64
202507200420,Cheung Chau Beach,Variable,15,32
202507200420,Green Island,Northwest,51,59
202507200420,Hong Kong Sea School,North,17,33
202507200420,Kai Tak,Northwest,29,49
202507200420,King's Park,North,14,41
202507200420,Lamma Island,Northwest,44,54
202507200420,Lau Fau Shan,North,29,37
202507200420,Ngong Ping,Variable,22,50
202507200420,North Point,North,15,42
202507200420,Peng Chau,Northwest,40,61
202507200420,Sai Kung,North,30,72
202507200420,Sha Chau,North,30,49
202507200420,Sha Tin,North,12,35
202507200420,Shek Kong,North,N/A,N/A
202507200420,Stanley,N/A,N/A,N/A
202507200420,Star Ferry,Northwest,17,30
202507200420,Ta Kwu Ling,North,12,27
202507200420,Tai Mei Tuk,Northeast,28,62
202507200420,Tai Po Kau,Northwest,27,42
202507200420,Tap Mun,North,16,32
202507200420,Tate's Cairn,North,62,83
202507200420,Tseung Kwan O,North,24,45
202507200420,Tsing Yi,Northwest,25,49
202507200420,Tuen Mun,Northwest,8,25
202507200420,Waglan Island,North,57,72
202507200420,Wetland Park,Northwest,4,13
202507200420,Wong Chuk Hang,Variable,10,25
