Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507201130,Central Pier,East,76,116
202507201130,Chek Lap Kok,Northeast,75,100
202507201130,Cheung Chau,East,105,157
202507201130,Cheung Chau Beach,Northeast,127,173
202507201130,Green Island,East,69,103
202507201130,Hong Kong Sea School,West,64,107
202507201130,Kai Tak,East,42,81
202507201130,King's Park,East,45,84
202507201130,Lamma Island,East,72,109
202507201130,Lau Fau Shan,East,50,91
202507201130,Ngong Ping,N/A,149,193
202507201130,North Point,East,71,95
202507201130,Peng Chau,East,104,149
202507201130,Sai Kung,East,58,80
202507201130,Sha Chau,Northeast,67,95
202507201130,Sha Tin,Northeast,28,70
202507201130,Shek Kong,Northeast,N/A,N/A
202507201130,Stanley,N/A,N/A,N/A
202507201130,Star Ferry,East,58,102
202507201130,Ta Kwu Ling,East,38,75
202507201130,Tai Mei Tuk,East,100,134
202507201130,Tai Po Kau,East,70,94
202507201130,Tap Mun,East,104,127
202507201130,Tate's Cairn,East,90,130
202507201130,Tseung Kwan O,East,26,54
202507201130,Tsing Yi,Southeast,33,70
202507201130,Tuen Mun,North,21,62
202507201130,Waglan Island,East,98,117
202507201130,Wetland Park,Northeast,26,65
202507201130,Wong Chuk Hang,East,53,145
