Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507201520,Central Pier,East,25,46
202507201520,Chek Lap Kok,East,42,61
202507201520,Cheung Chau,Southeast,59,70
202507201520,Cheung Chau Beach,East,55,67
202507201520,Green Island,Southeast,39,71
202507201520,Hong Kong Sea School,N/A,N/A,N/A
202507201520,Kai Tak,Southeast,32,47
202507201520,King's Park,Southeast,28,54
202507201520,Lamma Island,East,34,49
202507201520,Lau Fau Shan,East,37,60
202507201520,Ngong Ping,N/A,82,130
202507201520,North Point,East,17,39
202507201520,Peng Chau,East,29,53
202507201520,Sai Kung,East,32,51
202507201520,Sha Chau,Southeast,53,71
202507201520,Sha Tin,East,10,34
202507201520,Shek Kong,East,N/A,N/A
202507201520,Stanley,N/A,N/A,N/A
202507201520,Star Ferry,East,35,56
202507201520,Ta Kwu Ling,East,24,43
202507201520,Tai Mei Tuk,East,66,84
202507201520,Tai Po Kau,East,58,73
202507201520,Tap Mun,East,65,86
202507201520,Tate's Cairn,Southeast,48,91
202507201520,Tseung Kwan O,Southeast,19,44
202507201520,Tsing Yi,Southeast,23,41
202507201520,Tuen Mun,Northeast,11,39
202507201520,Waglan Island,Southeast,50,56
202507201520,Wetland Park,East,12,30
202507201520,Wong Chuk Hang,Southeast,11,29
