Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507192350,Central Pier,West,12,19
202507192350,Chek Lap Kok,West,15,19
202507192350,Cheung Chau,West,19,26
202507192350,Cheung Chau Beach,West,12,16
202507192350,Green Island,Northwest,12,15
202507192350,Hong Kong Sea School,East,2,12
202507192350,Kai Tak,West,10,14
202507192350,King's Park,West,8,14
202507192350,Lamma Island,West,8,10
202507192350,Lau Fau Shan,Northwest,6,10
202507192350,Ngong Ping,Northeast,21,33
202507192350,North Point,West,12,18
202507192350,Peng Chau,Northwest,12,18
202507192350,Sai Kung,Variable,1,6
202507192350,Sha Chau,Variable,5,11
202507192350,Sha Tin,North,1,3
202507192350,Shek Kong,Variable,N/A,N/A
202507192350,Stanley,N/A,N/A,N/A
202507192350,Star Ferry,West,14,17
202507192350,Ta Kwu Ling,Northwest,1,3
202507192350,Tai Mei Tuk,Southwest,1,4
202507192350,Tai Po Kau,West,9,21
202507192350,Tap Mun,Northwest,16,27
202507192350,Tate's Cairn,North,28,30
202507192350,Tseung Kwan O,Northwest,7,17
202507192350,Tsing Yi,Northwest,8,14
202507192350,Tuen Mun,Northeast,3,10
202507192350,Waglan Island,West,16,19
202507192350,Wetland Park,Northwest,1,6
202507192350,Wong Chuk Hang,Northwest,3,5
