Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507202310,Central Pier,Southeast,16,29
202507202310,Chek Lap Kok,East,26,35
202507202310,Cheung Chau,Southeast,33,41
202507202310,Cheung Chau Beach,East,21,37
202507202310,Green Island,Southeast,32,54
202507202310,Hong Kong Sea School,N/A,N/A,N/A
202507202310,Kai Tak,East,25,37
202507202310,King's Park,Southeast,14,30
202507202310,Lamma Island,Southeast,25,38
202507202310,Lau Fau Shan,Southeast,14,28
202507202310,Ngong Ping,N/A,60,90
202507202310,North Point,East,12,24
202507202310,Peng Chau,Southeast,24,36
202507202310,Sai Kung,Southeast,22,37
202507202310,Sha Chau,Southeast,28,40
202507202310,Sha Tin,South,12,23
202507202310,Shek Kong,East,N/A,N/A
202507202310,Stanley,N/A,N/A,N/A
202507202310,Star Ferry,Southeast,27,39
202507202310,Ta Kwu Ling,East,12,24
202507202310,Tai Mei Tuk,East,21,32
202507202310,Tai Po Kau,Southeast,18,30
202507202310,Tap Mun,Southeast,33,39
202507202310,Tate's Cairn,South,32,49
202507202310,Tseung Kwan O,East,12,28
202507202310,Tsing Yi,Southeast,18,30
202507202310,Tuen Mun,Southeast,23,49
202507202310,Waglan Island,East,40,48
202507202310,Wetland Park,East,5,14
202507202310,Wong Chuk Hang,East,12,28
