Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507201320,Central Pier,East,48,74
202507201320,Chek Lap Kok,East,57,89
202507201320,Cheung Chau,Southeast,98,125
202507201320,Cheung Chau Beach,East,67,108
202507201320,Green Island,East,50,79
202507201320,Hong Kong Sea School,N/A,N/A,N/A
202507201320,Kai Tak,East,40,76
202507201320,King's Park,Southeast,44,86
202507201320,Lamma Island,Southeast,52,75
202507201320,Lau Fau Shan,East,51,74
202507201320,Ngong Ping,N/A,129,169
202507201320,North Point,East,37,60
202507201320,Peng Chau,East,62,90
202507201320,Sai Kung,East,45,71
202507201320,Sha Chau,East,64,90
202507201320,Sha Tin,Northeast,23,54
202507201320,Shek Kong,East,N/A,N/A
202507201320,Stanley,N/A,N/A,N/A
202507201320,Star Ferry,East,47,68
202507201320,Ta Kwu Ling,East,28,59
202507201320,Tai Mei Tuk,East,86,114
202507201320,Tai Po Kau,East,64,85
202507201320,Tap Mun,East,84,103
202507201320,Tate's Cairn,Southeast,71,97
202507201320,Tseung Kwan O,Southeast,19,51
202507201320,Tsing Yi,Southeast,35,80
202507201320,Tuen Mun,East,18,42
202507201320,Waglan Island,Southeast,74,91
202507201320,Wetland Park,East,21,57
202507201320,Wong Chuk Hang,East,30,64
