Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507200130,Central Pier,West,21,29
202507200130,Chek Lap Kok,Northwest,19,23
202507200130,Cheung Chau,Northwest,8,21
202507200130,Cheung Chau Beach,West,9,22
202507200130,Green Island,Northwest,27,30
202507200130,Hong Kong Sea School,Northeast,10,23
202507200130,Kai Tak,West,10,14
202507200130,King's Park,West,9,14
202507200130,Lamma Island,Northwest,23,30
202507200130,Lau Fau Shan,Northwest,24,30
202507200130,Ngong Ping,North,19,39
202507200130,North Point,Southwest,24,30
202507200130,Peng Chau,Northwest,30,44
202507200130,Sai Kung,Northwest,14,24
202507200130,Sha Chau,Variable,6,17
202507200130,Sha Tin,East,5,12
202507200130,Shek Kong,Variable,N/A,N/A
202507200130,Stanley,N/A,N/A,N/A
202507200130,Star Ferry,West,23,27
202507200130,Ta Kwu Ling,Variable,1,4
202507200130,Tai Mei Tuk,West,18,31
202507200130,Tai Po Kau,West,10,25
202507200130,Tap Mun,Northwest,15,24
202507200130,Tate's Cairn,North,38,48
202507200130,Tseung Kwan O,North,7,17
202507200130,Tsing Yi,Northwest,10,19
202507200130,Tuen Mun,North,5,12
202507200130,Waglan Island,Northwest,31,37
202507200130,Wetland Park,Variable,1,8
202507200130,Wong Chuk Hang,West,5,14
