Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507201350,Central Pier,Southeast,42,62
202507201350,Chek Lap Kok,East,53,78
202507201350,Cheung Chau,Southeast,80,107
202507201350,Cheung Chau Beach,East,46,82
202507201350,Green Island,East,38,60
202507201350,Hong Kong Sea School,N/A,N/A,N/A
202507201350,Kai Tak,East,34,53
202507201350,King's Park,East,33,57
202507201350,Lamma Island,Southeast,51,76
202507201350,Lau Fau Shan,East,41,71
202507201350,Ngong Ping,N/A,80,131
202507201350,North Point,East,31,57
202507201350,Peng Chau,East,44,89
202507201350,Sai Kung,East,42,66
202507201350,Sha Chau,Southeast,58,73
202507201350,Sha Tin,East,13,30
202507201350,Shek Kong,East,N/A,N/A
202507201350,Stanley,N/A,N/A,N/A
202507201350,Star Ferry,East,43,71
202507201350,Ta Kwu Ling,East,26,50
202507201350,Tai Mei Tuk,East,77,94
202507201350,Tai Po Kau,East,59,75
202507201350,Tap Mun,East,83,99
202507201350,Tate's Cairn,South,49,81
202507201350,Tseung Kwan O,Southeast,24,53
202507201350,Tsing Yi,Southeast,28,57
202507201350,Tuen Mun,Southeast,14,44
202507201350,Waglan Island,East,58,79
202507201350,Wetland Park,East,21,48
202507201350,Wong Chuk Hang,East,24,55
