Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507202050,Central Pier,Southeast,22,35
202507202050,Chek Lap Kok,East,30,42
202507202050,Cheung Chau,Southeast,53,60
202507202050,Cheung Chau Beach,East,40,51
202507202050,Green Island,East,27,45
202507202050,Hong Kong Sea School,N/A,N/A,N/A
202507202050,Kai Tak,East,25,42
202507202050,King's Park,East,21,41
202507202050,Lamma Island,East,25,40
202507202050,Lau Fau Shan,Southeast,12,26
202507202050,Ngong Ping,N/A,57,85
202507202050,North Point,East,16,29
202507202050,Peng Chau,East,21,41
202507202050,Sai Kung,Southeast,22,41
202507202050,Sha Chau,Southeast,39,56
202507202050,Sha Tin,Southeast,9,24
202507202050,Shek Kong,Southeast,N/A,N/A
202507202050,Stanley,N/A,N/A,N/A
202507202050,Star Ferry,East,26,40
202507202050,Ta Kwu Ling,East,15,37
202507202050,Tai Mei Tuk,East,30,42
202507202050,Tai Po Kau,Southeast,19,30
202507202050,Tap Mun,East,44,56
202507202050,Tate's Cairn,Southeast,32,60
202507202050,Tseung Kwan O,Southeast,15,34
202507202050,Tsing Yi,East,16,31
202507202050,Tuen Mun,Southeast,19,37
202507202050,Waglan Island,East,43,49
202507202050,Wetland Park,East,4,11
202507202050,Wong Chuk Hang,East,11,25
