Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507201000,Central Pier,East,53,117
202507201000,Chek Lap Kok,North,67,94
202507201000,Cheung Chau,Northeast,107,166
202507201000,Cheung Chau Beach,Northeast,105,154
202507201000,Green Island,Northeast,121,167
202507201000,Hong Kong Sea School,Northeast,106,168
202507201000,Kai Tak,Northeast,50,120
202507201000,King's Park,Northeast,47,106
202507201000,Lamma Island,Northeast,40,84
202507201000,Lau Fau Shan,Northeast,62,86
202507201000,Ngong Ping,N/A,80,134
202507201000,North Point,Northeast,80,108
202507201000,Peng Chau,Northeast,89,130
202507201000,Sai Kung,Northeast,73,107
202507201000,Sha Chau,North,76,97
202507201000,Sha Tin,Northeast,40,83
202507201000,Shek Kong,Northeast,N/A,N/A
202507201000,Stanley,N/A,N/A,N/A
202507201000,Star Ferry,East,23,78
202507201000,Ta Kwu Ling,Northeast,32,62
202507201000,Tai Mei Tuk,Northeast,85,113
202507201000,Tai Po Kau,Northeast,58,91
202507201000,Tap Mun,East,77,98
202507201000,Tate's Cairn,Northeast,91,137
202507201000,Tseung Kwan O,Northeast,36,96
202507201000,Tsing Yi,South,25,54
202507201000,Tuen Mun,North,19,42
202507201000,Waglan Island,Northeast,136,154
202507201000,Wetland Park,North,12,37
202507201000,Wong Chuk Hang,Northeast,50,116
