Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507200630,Central Pier,Northwest,32,46
202507200630,Chek Lap Kok,North,38,46
202507200630,Cheung Chau,North,52,68
202507200630,Cheung Chau Beach,Northeast,23,49
202507200630,Green Island,Northwest,57,73
202507200630,Hong Kong Sea School,North,33,87
202507200630,Kai Tak,Northwest,32,64
202507200630,King's Park,North,14,30
202507200630,Lamma Island,North,41,58
202507200630,Lau Fau Shan,North,46,66
202507200630,Ngong Ping,N/A,43,75
202507200630,North Point,North,30,53
202507200630,Peng Chau,Northwest,45,69
202507200630,Sai Kung,North,35,77
202507200630,Sha Chau,North,42,53
202507200630,Sha Tin,North,21,42
202507200630,Shek Kong,North,N/A,N/A
202507200630,Stanley,N/A,N/A,N/A
202507200630,Star Ferry,Northwest,18,29
202507200630,Ta Kwu Ling,North,17,28
202507200630,Tai Mei Tuk,North,40,74
202507200630,Tai Po Kau,Northwest,24,44
202507200630,Tap Mun,North,24,48
202507200630,Tate's Cairn,North,75,93
202507200630,Tseung Kwan O,North,20,38
202507200630,Tsing Yi,Northwest,28,45
202507200630,Tuen Mun,North,12,27
202507200630,Waglan Island,North,78,96
202507200630,Wetland Park,North,6,18
202507200630,Wong Chuk Hang,Northwest,11,30
