Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507201550,Central Pier,Southeast,25,44
202507201550,Chek Lap Kok,East,40,61
202507201550,Cheung Chau,Southeast,53,59
202507201550,Cheung Chau Beach,East,25,39
202507201550,Green Island,East,36,66
202507201550,Hong Kong Sea School,N/A,N/A,N/A
202507201550,Kai Tak,Southeast,42,64
202507201550,King's Park,East,22,45
202507201550,Lamma Island,East,37,58
202507201550,Lau Fau Shan,East,26,44
202507201550,Ngong Ping,N/A,30,84
202507201550,North Point,East,19,33
202507201550,Peng Chau,East,28,54
202507201550,Sai Kung,Southeast,25,43
202507201550,Sha Chau,East,44,64
202507201550,Sha Tin,Southeast,15,32
202507201550,Shek Kong,East,N/A,N/A
202507201550,Stanley,N/A,N/A,N/A
202507201550,Star Ferry,East,36,55
202507201550,Ta Kwu Ling,East,21,49
202507201550,Tai Mei Tuk,East,56,72
202507201550,Tai Po Kau,East,47,71
202507201550,Tap Mun,East,57,67
202507201550,Tate's Cairn,Southeast,35,58
202507201550,Tseung Kwan O,Southeast,15,37
202507201550,Tsing Yi,East,18,30
202507201550,Tuen Mun,Variable,12,39
202507201550,Waglan Island,Southeast,51,62
202507201550,Wetland Park,East,8,27
202507201550,Wong Chuk Hang,East,17,34
