Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507200250,Central Pier,West,16,21
202507200250,Chek Lap Kok,Northwest,16,27
202507200250,Cheung Chau,Northwest,32,45
202507200250,Cheung Chau Beach,Variable,12,26
202507200250,Green Island,Northwest,35,40
202507200250,Hong Kong Sea School,North,10,25
202507200250,Kai Tak,Northwest,18,28
202507200250,King's Park,Northwest,10,24
202507200250,Lamma Island,Northwest,26,32
202507200250,Lau Fau Shan,Northwest,18,23
202507200250,Ngong Ping,Variable,18,53
202507200250,North Point,West,9,18
202507200250,Peng Chau,Northwest,33,45
202507200250,Sai Kung,North,22,36
202507200250,Sha Chau,Variable,12,25
202507200250,Sha Tin,North,8,14
202507200250,Shek Kong,Northwest,N/A,N/A
202507200250,Stanley,N/A,N/A,N/A
202507200250,Star Ferry,West,19,25
202507200250,Ta Kwu Ling,North,3,6
202507200250,Tai Mei Tuk,Variable,8,19
202507200250,Tai Po Kau,Northwest,11,21
202507200250,Tap Mun,Northwest,19,30
202507200250,Tate's Cairn,North,43,55
202507200250,Tseung Kwan O,Northwest,15,37
202507200250,Tsing Yi,Northwest,15,25
202507200250,Tuen Mun,North,6,16
202507200250,Waglan Island,Northwest,33,40
202507200250,Wetland Park,Northwest,1,12
202507200250,Wong Chuk Hang,West,6,16
