Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507201340,Central Pier,Southeast,40,67
202507201340,Chek Lap Kok,East,62,87
202507201340,Cheung Chau,Southeast,76,97
202507201340,Cheung Chau Beach,East,49,72
202507201340,Green Island,East,40,71
202507201340,Hong Kong Sea School,N/A,N/A,N/A
202507201340,Kai Tak,East,41,69
202507201340,King's Park,East,32,59
202507201340,Lamma Island,Southeast,51,82
202507201340,Lau Fau Shan,East,42,73
202507201340,Ngong Ping,N/A,102,141
202507201340,North Point,East,32,51
202507201340,Peng Chau,East,41,76
202507201340,Sai Kung,East,51,85
202507201340,Sha Chau,East,62,80
202507201340,Sha Tin,Variable,9,35
202507201340,Shek Kong,East,N/A,N/A
202507201340,Stanley,N/A,N/A,N/A
202507201340,Star Ferry,East,42,62
202507201340,Ta Kwu Ling,East,34,64
202507201340,Tai Mei Tuk,East,75,95
202507201340,Tai Po Kau,East,57,77
202507201340,Tap Mun,East,85,101
202507201340,Tate's Cairn,Southeast,44,80
202507201340,Tseung Kwan O,Southeast,21,49
202507201340,Tsing Yi,Southeast,27,69
202507201340,Tuen Mun,East,17,37
202507201340,Waglan Island,Southeast,67,77
202507201340,Wetland Park,East,19,67
202507201340,Wong Chuk Hang,Southeast,28,61
