Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507202340,Central Pier,East,17,28
202507202340,Chek Lap Kok,East,21,32
202507202340,Cheung Chau,Southeast,32,41
202507202340,Cheung Chau Beach,East,26,37
202507202340,Green Island,Southeast,32,47
202507202340,Hong Kong Sea School,N/A,N/A,N/A
202507202340,Kai Tak,East,22,35
202507202340,King's Park,East,19,35
202507202340,Lamma Island,Southeast,28,40
202507202340,Lau Fau Shan,Southeast,13,30
202507202340,Ngong Ping,N/A,64,107
202507202340,North Point,East,5,15
202507202340,Peng Chau,Southeast,22,30
202507202340,Sai Kung,Southeast,23,33
202507202340,Sha Chau,Southeast,28,38
202507202340,Sha Tin,South,16,32
202507202340,Shek Kong,East,N/A,N/A
202507202340,Stanley,N/A,N/A,N/A
202507202340,Star Ferry,East,24,36
202507202340,Ta Kwu Ling,East,13,28
202507202340,Tai Mei Tuk,East,23,32
202507202340,Tai Po Kau,Southeast,19,40
202507202340,Tap Mun,Southeast,30,36
202507202340,Tate's Cairn,South,29,50
202507202340,Tseung Kwan O,Southeast,12,30
202507202340,Tsing Yi,Southeast,19,28
202507202340,Tuen Mun,Southeast,17,36
202507202340,Waglan Island,Southeast,39,43
202507202340,Wetland Park,East,1,6
202507202340,Wong Chuk Hang,East,12,37
