Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507201220,Central Pier,East,51,81
202507201220,Chek Lap Kok,East,77,96
202507201220,Cheung Chau,East,117,142
202507201220,Cheung Chau Beach,East,103,134
202507201220,Green Island,East,66,105
202507201220,Hong Kong Sea School,N/A,N/A,N/A
202507201220,Kai Tak,East,47,78
202507201220,King's Park,East,49,90
202507201220,Lamma Island,East,59,88
202507201220,Lau Fau Shan,East,48,81
202507201220,Ngong Ping,N/A,135,185
202507201220,North Point,East,45,65
202507201220,Peng Chau,East,73,109
202507201220,Sai Kung,East,46,81
202507201220,Sha Chau,East,64,94
202507201220,Sha Tin,East,22,49
202507201220,Shek Kong,East,N/A,N/A
202507201220,Stanley,N/A,N/A,N/A
202507201220,Star Ferry,East,52,80
202507201220,Ta Kwu Ling,East,44,92
202507201220,Tai Mei Tuk,East,93,119
202507201220,Tai Po Kau,East,62,91
202507201220,Tap Mun,East,88,110
202507201220,Tate's Cairn,Southeast,73,106
202507201220,Tseung Kwan O,Southeast,19,47
202507201220,Tsing Yi,Southeast,30,59
202507201220,Tuen Mun,North,16,41
202507201220,Waglan Island,East,81,100
202507201220,Wetland Park,Northeast,22,55
202507201220,Wong Chuk Hang,Variable,24,60
