Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507201330,Central Pier,East,41,63
202507201330,Chek Lap Kok,East,57,102
202507201330,Cheung Chau,Southeast,91,116
202507201330,Cheung Chau Beach,East,48,76
202507201330,Green Island,Southeast,47,81
202507201330,Hong Kong Sea School,N/A,N/A,N/A
202507201330,Kai Tak,East,43,82
202507201330,King's Park,East,36,68
202507201330,Lamma Island,Southeast,49,78
202507201330,Lau Fau Shan,East,46,76
202507201330,Ngong Ping,N/A,109,149
202507201330,North Point,East,34,56
202507201330,Peng Chau,East,50,78
202507201330,Sai Kung,East,35,78
202507201330,Sha Chau,East,63,86
202507201330,Sha Tin,East,19,51
202507201330,Shek Kong,East,N/A,N/A
202507201330,Stanley,N/A,N/A,N/A
202507201330,Star Ferry,East,54,82
202507201330,Ta Kwu Ling,East,29,63
202507201330,Tai Mei Tuk,East,77,102
202507201330,Tai Po Kau,East,65,85
202507201330,Tap Mun,East,85,108
202507201330,Tate's Cairn,Southeast,69,99
202507201330,Tseung Kwan O,Southeast,25,47
202507201330,Tsing Yi,East,33,60
202507201330,Tuen Mun,Northeast,20,57
202507201330,Waglan Island,East,72,84
202507201330,Wetland Park,East,16,45
202507201330,Wong Chuk Hang,Variable,24,65
