Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507200820,Central Pier,Northeast,23,54
202507200820,Chek Lap Kok,North,54,68
202507200820,Cheung Chau,North,56,83
202507200820,Cheung Chau Beach,Northeast,38,80
202507200820,Green Island,North,64,82
202507200820,Hong Kong Sea School,North,45,76
202507200820,Kai Tak,Northeast,21,47
202507200820,King's Park,North,31,61
202507200820,Lamma Island,North,23,65
202507200820,Lau Fau Shan,North,53,67
202507200820,Ngong Ping,N/A,49,82
202507200820,North Point,Northeast,30,56
202507200820,Peng Chau,Northwest,54,83
202507200820,Sai Kung,North,54,89
202507200820,Sha Chau,North,57,74
202507200820,Sha Tin,North,23,53
202507200820,Shek Kong,North,N/A,N/A
202507200820,Stanley,N/A,N/A,N/A
202507200820,Star Ferry,Variable,10,37
202507200820,Ta Kwu Ling,North,33,58
202507200820,Tai Mei Tuk,Northeast,51,87
202507200820,Tai Po Kau,North,26,50
202507200820,Tap Mun,Northeast,45,78
202507200820,Tate's Cairn,North,85,125
202507200820,Tseung Kwan O,Variable,21,47
202507200820,Tsing Yi,Northwest,40,68
202507200820,Tuen Mun,North,17,45
202507200820,Waglan Island,North,100,120
202507200820,Wetland Park,North,10,30
202507200820,Wong Chuk Hang,Northwest,16,40
