Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507200850,Central Pier,Northeast,27,55
202507200850,Chek Lap Kok,North,57,71
202507200850,Cheung Chau,North,56,84
202507200850,Cheung Chau Beach,Northeast,29,62
202507200850,Green Island,North,77,105
202507200850,Hong Kong Sea School,Northeast,51,103
202507200850,Kai Tak,North,27,54
202507200850,King's Park,North,25,47
202507200850,Lamma Island,North,30,71
202507200850,Lau Fau Shan,North,51,73
202507200850,Ngong Ping,N/A,54,100
202507200850,North Point,Northeast,37,76
202507200850,Peng Chau,North,44,68
202507200850,Sai Kung,Northeast,62,104
202507200850,Sha Chau,North,70,84
202507200850,Sha Tin,North,28,81
202507200850,Shek Kong,Northeast,N/A,N/A
202507200850,Stanley,N/A,N/A,N/A
202507200850,Star Ferry,Variable,6,22
202507200850,Ta Kwu Ling,Northeast,30,63
202507200850,Tai Mei Tuk,Northeast,64,99
202507200850,Tai Po Kau,Northeast,41,86
202507200850,Tap Mun,Northeast,53,86
202507200850,Tate's Cairn,Northeast,89,126
202507200850,Tseung Kwan O,Variable,28,86
202507200850,Tsing Yi,Northwest,25,45
202507200850,Tuen Mun,North,12,31
202507200850,Waglan Island,North,107,125
202507200850,Wetland Park,North,9,36
202507200850,Wong Chuk Hang,Variable,19,75
