Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507201300,Central Pier,East,49,72
202507201300,Chek Lap Kok,East,57,85
202507201300,Cheung Chau,Southeast,108,140
202507201300,Cheung Chau Beach,East,94,116
202507201300,Green Island,East,60,94
202507201300,Hong Kong Sea School,N/A,N/A,N/A
202507201300,Kai Tak,East,44,77
202507201300,King's Park,East,40,75
202507201300,Lamma Island,East,55,84
202507201300,Lau Fau Shan,East,51,86
202507201300,Ngong Ping,N/A,133,167
202507201300,North Point,East,46,73
202507201300,Peng Chau,East,73,106
202507201300,Sai Kung,East,55,82
202507201300,Sha Chau,East,68,90
202507201300,Sha Tin,Northeast,19,48
202507201300,Shek Kong,East,N/A,N/A
202507201300,Stanley,N/A,N/A,N/A
202507201300,Star Ferry,East,50,80
202507201300,Ta Kwu Ling,East,33,56
202507201300,Tai Mei Tuk,East,84,107
202507201300,Tai Po Kau,East,66,82
202507201300,Tap Mun,East,82,97
202507201300,Tate's Cairn,Southeast,80,105
202507201300,Tseung Kwan O,Southeast,27,50
202507201300,Tsing Yi,Southeast,42,84
202507201300,Tuen Mun,Northeast,21,50
202507201300,Waglan Island,East,80,99
202507201300,Wetland Park,East,19,56
202507201300,Wong Chuk Hang,Southeast,23,62
