Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507200040,Central Pier,West,18,24
202507200040,Chek Lap Kok,Northwest,14,17
202507200040,Cheung Chau,North,10,17
202507200040,Cheung Chau Beach,Northwest,6,12
202507200040,Green Island,Northwest,21,35
202507200040,Hong Kong Sea School,Northeast,4,15
202507200040,Kai Tak,West,12,17
202507200040,King's Park,West,9,23
202507200040,Lamma Island,North,13,23
202507200040,Lau Fau Shan,Northwest,18,23
202507200040,Ngong Ping,Variable,12,22
202507200040,North Point,West,24,30
202507200040,Peng Chau,Northwest,24,36
202507200040,Sai Kung,North,9,16
202507200040,Sha Chau,Variable,9,17
202507200040,Sha Tin,Northeast,4,9
202507200040,Shek Kong,Southeast,N/A,N/A
202507200040,Stanley,N/A,N/A,N/A
202507200040,Star Ferry,West,23,28
202507200040,Ta Kwu Ling,Northwest,1,4
202507200040,Tai Mei Tuk,West,3,9
202507200040,Tai Po Kau,West,10,22
202507200040,Tap Mun,Northwest,17,25
202507200040,Tate's Cairn,North,33,40
202507200040,Tseung Kwan O,West,5,17
202507200040,Tsing Yi,North,6,13
202507200040,Tuen Mun,Variable,6,19
202507200040,Waglan Island,West,27,34
202507200040,Wetland Park,Variable,1,8
202507200040,Wong Chuk Hang,Variable,1,5
