Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507200610,Central Pier,Northwest,24,48
202507200610,Chek Lap Kok,North,42,50
202507200610,Cheung Chau,Northwest,48,64
202507200610,Cheung Chau Beach,Northeast,19,40
202507200610,Green Island,North,61,93
202507200610,Hong Kong Sea School,North,25,62
202507200610,Kai Tak,Northwest,33,62
202507200610,King's Park,North,19,62
202507200610,Lamma Island,North,38,52
202507200610,Lau Fau Shan,North,41,50
202507200610,Ngong Ping,N/A,40,77
202507200610,North Point,North,30,50
202507200610,Peng Chau,Northwest,47,66
202507200610,Sai Kung,North,39,60
202507200610,Sha Chau,North,49,66
202507200610,Sha Tin,North,22,47
202507200610,Shek Kong,North,N/A,N/A
202507200610,Stanley,N/A,N/A,N/A
202507200610,Star Ferry,Northwest,16,38
202507200610,Ta Kwu Ling,North,17,27
202507200610,Tai Mei Tuk,North,38,63
202507200610,Tai Po Kau,Northwest,27,46
202507200610,Tap Mun,North,24,51
202507200610,Tate's Cairn,North,80,101
202507200610,Tseung Kwan O,North,19,53
202507200610,Tsing Yi,Northwest,28,43
202507200610,Tuen Mun,Northwest,14,35
202507200610,Waglan Island,North,75,89
202507200610,Wetland Park,North,5,19
202507200610,Wong Chuk Hang,Northeast,19,51
