Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507192250,Central Pier,West,14,18
202507192250,Chek Lap Kok,Northwest,10,16
202507192250,Cheung Chau,West,16,21
202507192250,Cheung Chau Beach,West,11,15
202507192250,Green Island,West,14,17
202507192250,Hong Kong Sea School,West,3,9
202507192250,Kai Tak,West,7,11
202507192250,King's Park,West,11,17
202507192250,Lamma Island,Northwest,15,18
202507192250,Lau Fau Shan,West,2,4
202507192250,Ngong Ping,Northeast,13,20
202507192250,North Point,West,11,15
202507192250,Peng Chau,Northwest,7,10
202507192250,Sai Kung,Northwest,1,5
202507192250,Sha Chau,Variable,5,9
202507192250,Sha Tin,Southeast,1,4
202507192250,Shek Kong,West,N/A,N/A
202507192250,Stanley,N/A,N/A,N/A
202507192250,Star Ferry,West,15,19
202507192250,Ta Kwu Ling,Calm,1,
202507192250,Tai Mei Tuk,West,15,18
202507192250,Tai Po Kau,West,3,6
202507192250,Tap Mun,Northwest,14,19
202507192250,Tate's Cairn,North,15,25
202507192250,Tseung Kwan O,West,5,9
202507192250,Tsing Yi,Northwest,2,5
202507192250,Tuen Mun,East,1,4
202507192250,Waglan Island,West,15,18
202507192250,Wetland Park,Calm,0,
202507192250,Wong Chuk Hang,West,1,4
