Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507200920,Central Pier,East,45,98
202507200920,Chek Lap Kok,North,57,80
202507200920,Cheung Chau,North,64,99
202507200920,Cheung Chau Beach,Northeast,51,85
202507200920,Green Island,North,101,125
202507200920,Hong Kong Sea School,Northeast,93,144
202507200920,Kai Tak,Northeast,41,108
202507200920,King's Park,Northeast,40,85
202507200920,Lamma Island,North,40,83
202507200920,Lau Fau Shan,North,72,107
202507200920,Ngong Ping,N/A,61,105
202507200920,North Point,Northeast,80,144
202507200920,Peng Chau,North,64,99
202507200920,Sai Kung,Northeast,72,113
202507200920,Sha Chau,North,78,102
202507200920,Sha Tin,Northeast,37,67
202507200920,Shek Kong,Northeast,N/A,N/A
202507200920,Stanley,N/A,N/A,N/A
202507200920,Star Ferry,Northeast,24,74
202507200920,Ta Kwu Ling,Northeast,30,70
202507200920,Tai Mei Tuk,Northeast,78,112
202507200920,Tai Po Kau,Northeast,57,93
202507200920,Tap Mun,East,72,110
202507200920,Tate's Cairn,Northeast,123,167
202507200920,Tseung Kwan O,Northeast,44,103
202507200920,Tsing Yi,Southwest,19,40
202507200920,Tuen Mun,North,14,39
202507200920,Waglan Island,Northeast,121,145
202507200920,Wetland Park,North,12,36
202507200920,Wong Chuk Hang,East,30,80
