Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507200140,Central Pier,West,22,30
202507200140,Chek Lap Kok,Northwest,20,25
202507200140,Cheung Chau,North,10,23
202507200140,Cheung Chau Beach,West,10,22
202507200140,Green Island,Northwest,23,30
202507200140,Hong Kong Sea School,Variable,10,19
202507200140,Kai Tak,West,9,16
202507200140,King's Park,West,11,19
202507200140,Lamma Island,North,14,24
202507200140,Lau Fau Shan,Northwest,21,28
202507200140,Ngong Ping,North,19,35
202507200140,North Point,Southwest,23,29
202507200140,Peng Chau,Northwest,32,42
202507200140,Sai Kung,Northwest,15,25
202507200140,Sha Chau,Variable,6,12
202507200140,Sha Tin,East,9,16
202507200140,Shek Kong,East,N/A,N/A
202507200140,Stanley,N/A,N/A,N/A
202507200140,Star Ferry,West,23,27
202507200140,Ta Kwu Ling,Variable,1,3
202507200140,Tai Mei Tuk,West,12,30
202507200140,Tai Po Kau,West,10,21
202507200140,Tap Mun,Northwest,17,27
202507200140,Tate's Cairn,North,35,42
202507200140,Tseung Kwan O,Variable,8,21
202507200140,Tsing Yi,Northwest,9,15
202507200140,Tuen Mun,North,5,15
202507200140,Waglan Island,North,27,33
202507200140,Wetland Park,Northwest,4,13
202507200140,Wong Chuk Hang,Variable,3,12
