Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507201310,Central Pier,East,53,80
202507201310,Chek Lap Kok,East,55,79
202507201310,Cheung Chau,Southeast,99,121
202507201310,Cheung Chau Beach,East,82,104
202507201310,Green Island,East,62,100
202507201310,Hong Kong Sea School,N/A,N/A,N/A
202507201310,Kai Tak,East,40,81
202507201310,King's Park,East,45,97
202507201310,Lamma Island,Southeast,55,80
202507201310,Lau Fau Shan,East,44,72
202507201310,Ngong Ping,N/A,130,173
202507201310,North Point,East,36,59
202507201310,Peng Chau,East,73,102
202507201310,Sai Kung,East,49,71
202507201310,Sha Chau,East,69,98
202507201310,Sha Tin,Northeast,21,62
202507201310,Shek Kong,East,N/A,N/A
202507201310,Stanley,N/A,N/A,N/A
202507201310,Star Ferry,East,51,82
202507201310,Ta Kwu Ling,East,34,61
202507201310,Tai Mei Tuk,East,84,105
202507201310,Tai Po Kau,East,66,87
202507201310,Tap Mun,East,87,113
202507201310,Tate's Cairn,Southeast,75,109
202507201310,Tseung Kwan O,Southeast,22,43
202507201310,Tsing Yi,Southeast,32,62
202507201310,Tuen Mun,Northeast,24,82
202507201310,Waglan Island,Southeast,81,95
202507201310,Wetland Park,East,18,48
202507201310,Wong Chuk Hang,East,28,67
