Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507200330,Central Pier,West,19,25
202507200330,Chek Lap Kok,Northwest,33,40
202507200330,Cheung Chau,Northwest,39,58
202507200330,Cheung Chau Beach,East,15,32
202507200330,Green Island,Northwest,46,58
202507200330,Hong Kong Sea School,Northeast,13,32
202507200330,Kai Tak,Northwest,23,45
202507200330,King's Park,Northwest,15,32
202507200330,Lamma Island,Northwest,30,43
202507200330,Lau Fau Shan,Northwest,20,28
202507200330,Ngong Ping,Variable,16,36
202507200330,North Point,Northwest,15,33
202507200330,Peng Chau,Northwest,39,59
202507200330,Sai Kung,North,28,48
202507200330,Sha Chau,Variable,17,36
202507200330,Sha Tin,North,8,21
202507200330,Shek Kong,Northwest,N/A,N/A
202507200330,Stanley,N/A,N/A,N/A
202507200330,Star Ferry,West,17,26
202507200330,Ta Kwu Ling,Northeast,1,5
202507200330,Tai Mei Tuk,Northwest,19,52
202507200330,Tai Po Kau,West,12,30
202507200330,Tap Mun,Northwest,21,33
202507200330,Tate's Cairn,North,52,66
202507200330,Tseung Kwan O,North,21,51
202507200330,Tsing Yi,Northwest,15,25
202507200330,Tuen Mun,North,6,19
202507200330,Waglan Island,Northwest,46,57
202507200330,Wetland Park,Northwest,4,13
202507200330,Wong Chuk Hang,West,6,20
