Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507201210,Central Pier,East,51,86
202507201210,Chek Lap Kok,East,72,97
202507201210,Cheung Chau,East,117,143
202507201210,Cheung Chau Beach,East,102,132
202507201210,Green Island,East,62,103
202507201210,Hong Kong Sea School,Southwest,37,73
202507201210,Kai Tak,East,49,96
202507201210,King's Park,East,47,95
202507201210,Lamma Island,East,55,87
202507201210,Lau Fau Shan,East,48,73
202507201210,Ngong Ping,N/A,128,211
202507201210,North Point,East,50,77
202507201210,Peng Chau,East,78,107
202507201210,Sai Kung,East,41,68
202507201210,Sha Chau,East,63,92
202507201210,Sha Tin,East,16,42
202507201210,Shek Kong,East,N/A,N/A
202507201210,Stanley,N/A,N/A,N/A
202507201210,Star Ferry,East,54,83
202507201210,Ta Kwu Ling,East,46,96
202507201210,Tai Mei Tuk,East,97,120
202507201210,Tai Po Kau,East,67,91
202507201210,Tap Mun,East,101,125
202507201210,Tate's Cairn,Southeast,77,107
202507201210,Tseung Kwan O,Southeast,24,58
202507201210,Tsing Yi,Southeast,30,71
202507201210,Tuen Mun,Northeast,19,64
202507201210,Waglan Island,East,82,98
202507201210,Wetland Park,East,19,51
202507201210,Wong Chuk Hang,East,32,71
