Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507201230,Central Pier,East,49,81
202507201230,Chek Lap Kok,East,76,105
202507201230,Cheung Chau,East,117,139
202507201230,Cheung Chau Beach,East,105,130
202507201230,Green Island,East,71,119
202507201230,Hong Kong Sea School,N/A,N/A,N/A
202507201230,Kai Tak,East,44,73
202507201230,King's Park,East,42,72
202507201230,Lamma Island,East,60,96
202507201230,Lau Fau Shan,East,47,89
202507201230,Ngong Ping,N/A,134,170
202507201230,North Point,East,40,62
202507201230,Peng Chau,East,78,103
202507201230,Sai Kung,East,54,82
202507201230,Sha Chau,East,59,87
202507201230,Sha Tin,Northeast,23,59
202507201230,Shek Kong,East,N/A,N/A
202507201230,Stanley,N/A,N/A,N/A
202507201230,Star Ferry,East,50,82
202507201230,Ta Kwu Ling,East,40,81
202507201230,Tai Mei Tuk,East,92,114
202507201230,Tai Po Kau,East,66,93
202507201230,Tap Mun,East,88,104
202507201230,Tate's Cairn,Southeast,79,114
202507201230,Tseung Kwan O,Southeast,19,47
202507201230,Tsing Yi,Southeast,32,80
202507201230,Tuen Mun,Variable,16,36
202507201230,Waglan Island,East,82,103
202507201230,Wetland Park,East,20,50
202507201230,Wong Chuk Hang,East,23,60
