Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507200020,Central Pier,West,19,29
202507200020,Chek Lap Kok,West,17,19
202507200020,Cheung Chau,West,18,23
202507200020,Cheung Chau Beach,West,9,12
202507200020,Green Island,Northwest,18,28
202507200020,Hong Kong Sea School,East,4,11
202507200020,Kai Tak,West,11,21
202507200020,King's Park,West,9,17
202507200020,Lamma Island,Northwest,9,12
202507200020,Lau Fau Shan,Northwest,12,15
202507200020,Ngong Ping,Variable,12,27
202507200020,North Point,West,22,28
202507200020,Peng Chau,Northwest,23,37
202507200020,Sai Kung,North,8,15
202507200020,Sha Chau,Variable,6,11
202507200020,Sha Tin,Southeast,1,4
202507200020,Shek Kong,Variable,N/A,N/A
202507200020,Stanley,N/A,N/A,N/A
202507200020,Star Ferry,West,19,23
202507200020,Ta Kwu Ling,Variable,1,3
202507200020,Tai Mei Tuk,Northwest,5,8
202507200020,Tai Po Kau,West,9,26
202507200020,Tap Mun,Northwest,14,23
202507200020,Tate's Cairn,North,30,36
202507200020,Tseung Kwan O,Variable,1,6
202507200020,Tsing Yi,North,9,13
202507200020,Tuen Mun,North,7,16
202507200020,Waglan Island,West,24,29
202507200020,Wetland Park,Variable,4,12
202507200020,Wong Chuk Hang,Calm,1,
