Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202507192230,Central Pier,West,12,18
202507192230,Chek Lap Kok,North,16,21
202507192230,Cheung Chau,West,12,15
202507192230,Cheung Chau Beach,West,8,11
202507192230,Green Island,Southwest,11,16
202507192230,Hong Kong Sea School,Variable,5,12
202507192230,Kai Tak,Southwest,5,8
202507192230,King's Park,West,11,19
202507192230,Lamma Island,Northwest,9,12
202507192230,Lau Fau Shan,North,8,18
202507192230,Ngong Ping,East,24,37
202507192230,North Point,West,7,12
202507192230,Peng Chau,Southwest,5,9
202507192230,Sai Kung,Calm,1,
202507192230,Sha Chau,Northeast,9,14
202507192230,Sha Tin,East,1,4
202507192230,Shek Kong,West,N/A,N/A
202507192230,Stanley,N/A,N/A,N/A
202507192230,Star Ferry,West,12,19
202507192230,Ta Kwu Ling,Southwest,1,5
202507192230,Tai Mei Tuk,West,8,11
202507192230,Tai Po Kau,Southwest,1,4
202507192230,Tap Mun,Northwest,12,15
202507192230,Tate's Cairn,East,15,19
202507192230,Tseung Kwan O,Northwest,5,9
202507192230,Tsing Yi,Southwest,4,6
202507192230,Tuen Mun,Southwest,1,7
202507192230,Waglan Island,Northwest,15,16
202507192230,Wetland Park,Calm,5,
202507192230,Wong Chuk Hang,Southwest,4,8
