Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509060110,Central Pier,Southeast,6,12
202509060110,Chek Lap Kok,East,15,21
202509060110,Cheung Chau,Southeast,16,18
202509060110,Cheung Chau Beach,East,10,16
202509060110,Green Island,Southeast,10,15
202509060110,Hong Kong Sea School,North,5,10
202509060110,Kai Tak,Southeast,8,12
202509060110,King's Park,Southeast,12,19
202509060110,Lamma Island,Southeast,5,10
202509060110,Lau Fau Shan,Southeast,6,11
202509060110,Ngong Ping,Southeast,31,40
202509060110,North Point,East,12,17
202509060110,Peng Chau,Southeast,6,9
202509060110,Sai Kung,North,1,2
202509060110,Sha Chau,Southeast,15,20
202509060110,Sha Tin,Variable,1,4
202509060110,Shek Kong,Calm,0,
202509060110,Stanley,South,9,12
202509060110,Star Ferry,East,10,14
202509060110,Ta Kwu Ling,Southeast,4,7
202509060110,Tai Mei Tuk,Northeast,5,9
202509060110,Tai Po Kau,South,5,7
202509060110,Tap Mun,Southwest,4,6
202509060110,Tate's Cairn,N/A,18,22
202509060110,Tseung Kwan O,Southeast,6,9
202509060110,Tsing Yi,Southeast,6,12
202509060110,Tuen Mun,Southeast,8,12
202509060110,Waglan Island,East,10,12
202509060110,Wetland Park,Calm,0,
202509060110,Wong Chuk Hang,Calm,3,
