Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509071330,Central Pier,East,20,28
202509071330,Chek Lap Kok,East,17,30
202509071330,Cheung Chau,East,22,33
202509071330,Cheung Chau Beach,East,27,36
202509071330,Green Island,Northeast,29,38
202509071330,Hong Kong Sea School,East,22,31
202509071330,Kai Tak,East,16,27
202509071330,King's Park,East,10,18
202509071330,Lamma Island,East,14,22
202509071330,Lau Fau Shan,Northeast,15,25
202509071330,Ngong Ping,East,48,59
202509071330,North Point,East,15,22
202509071330,Peng Chau,East,23,29
202509071330,Sai Kung,Northeast,8,12
202509071330,Sha Chau,East,14,19
202509071330,Sha Tin,East,6,12
202509071330,Shek Kong,Northeast,21,37
202509071330,Stanley,Southeast,17,26
202509071330,Star Ferry,East,8,15
202509071330,Ta Kwu Ling,East,14,34
202509071330,Tai Mei Tuk,East,16,22
202509071330,Tai Po Kau,Southeast,11,20
202509071330,Tap Mun,East,17,22
202509071330,Tate's Cairn,N/A,24,30
202509071330,Tseung Kwan O,Northeast,10,16
202509071330,Tsing Yi,Southeast,17,30
202509071330,Tuen Mun,Southeast,12,19
202509071330,Waglan Island,East,23,28
202509071330,Wetland Park,Northeast,6,12
202509071330,Wong Chuk Hang,East,8,18
