Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509061720,Central Pier,East,15,19
202509061720,Chek Lap Kok,Northwest,8,10
202509061720,Cheung Chau,East,12,17
202509061720,Cheung Chau Beach,East,11,15
202509061720,Green Island,South,14,19
202509061720,Hong Kong Sea School,East,11,16
202509061720,Kai Tak,Southeast,15,22
202509061720,King's Park,Southeast,14,21
202509061720,Lamma Island,Southeast,12,17
202509061720,Lau Fau Shan,South,10,17
202509061720,Ngong Ping,East,12,13
202509061720,North Point,East,14,19
202509061720,Peng Chau,South,5,11
202509061720,Sai Kung,Southwest,7,10
202509061720,Sha Chau,Variable,4,5
202509061720,Sha Tin,Southeast,10,19
202509061720,Shek Kong,East,7,21
202509061720,Stanley,Southeast,13,19
202509061720,Star Ferry,East,12,18
202509061720,Ta Kwu Ling,East,12,21
202509061720,Tai Mei Tuk,Southeast,8,17
202509061720,Tai Po Kau,East,11,17
202509061720,Tap Mun,Southeast,16,19
202509061720,Tate's Cairn,N/A,17,19
202509061720,Tseung Kwan O,Northeast,9,14
202509061720,Tsing Yi,South,7,11
202509061720,Tuen Mun,Southeast,12,26
202509061720,Waglan Island,East,5,9
202509061720,Wetland Park,Southeast,5,14
202509061720,Wong Chuk Hang,Northeast,6,12
