Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509080340,Central Pier,Southeast,29,45
202509080340,Chek Lap Kok,East,39,54
202509080340,Cheung Chau,East,68,86
202509080340,Cheung Chau Beach,East,64,94
202509080340,Green Island,East,49,75
202509080340,Hong Kong Sea School,East,36,73
202509080340,Kai Tak,East,29,54
202509080340,King's Park,Southeast,20,39
202509080340,Lamma Island,East,36,51
202509080340,Lau Fau Shan,Northeast,24,34
202509080340,Ngong Ping,East,85,125
202509080340,North Point,East,27,42
202509080340,Peng Chau,East,51,68
202509080340,Sai Kung,East,20,37
202509080340,Sha Chau,East,32,43
202509080340,Sha Tin,Variable,9,19
202509080340,Shek Kong,East,30,49
202509080340,Stanley,Southeast,42,65
202509080340,Star Ferry,East,30,51
202509080340,Ta Kwu Ling,East,14,32
202509080340,Tai Mei Tuk,East,38,51
202509080340,Tai Po Kau,East,44,60
202509080340,Tap Mun,East,60,72
202509080340,Tate's Cairn,N/A,40,69
202509080340,Tseung Kwan O,Southeast,17,46
202509080340,Tsing Yi,Southeast,20,50
202509080340,Tuen Mun,North,9,26
202509080340,Waglan Island,East,53,66
202509080340,Wetland Park,Northeast,5,21
202509080340,Wong Chuk Hang,East,25,59
