Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509060320,Central Pier,East,6,10
202509060320,Chek Lap Kok,East,10,14
202509060320,Cheung Chau,East,11,15
202509060320,Cheung Chau Beach,East,12,15
202509060320,Green Island,Variable,4,9
202509060320,Hong Kong Sea School,Northeast,7,12
202509060320,Kai Tak,East,6,10
202509060320,King's Park,Southeast,6,12
202509060320,Lamma Island,East,4,6
202509060320,Lau Fau Shan,Southeast,1,3
202509060320,Ngong Ping,Southeast,18,24
202509060320,North Point,East,9,11
202509060320,Peng Chau,South,1,5
202509060320,Sai Kung,North,1,5
202509060320,Sha Chau,East,6,9
202509060320,Sha Tin,Calm,1,
202509060320,Shek Kong,Northeast,1,4
202509060320,Stanley,Southeast,8,12
202509060320,Star Ferry,East,11,16
202509060320,Ta Kwu Ling,Southwest,1,3
202509060320,Tai Mei Tuk,Northeast,2,4
202509060320,Tai Po Kau,Southwest,4,6
202509060320,Tap Mun,Southwest,4,6
202509060320,Tate's Cairn,N/A,14,16
202509060320,Tseung Kwan O,North,1,4
202509060320,Tsing Yi,East,3,6
202509060320,Tuen Mun,North,1,4
202509060320,Waglan Island,East,8,12
202509060320,Wetland Park,Calm,0,
202509060320,Wong Chuk Hang,Calm,2,
