Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509060940,Central Pier,Northwest,10,14
202509060940,Chek Lap Kok,Variable,4,6
202509060940,Cheung Chau,North,6,10
202509060940,Cheung Chau Beach,Northeast,9,15
202509060940,Green Island,West,1,6
202509060940,Hong Kong Sea School,East,4,9
202509060940,Kai Tak,West,4,9
202509060940,King's Park,West,6,12
202509060940,Lamma Island,Northwest,7,9
202509060940,Lau Fau Shan,North,5,9
202509060940,Ngong Ping,East,12,17
202509060940,North Point,East,6,11
202509060940,Peng Chau,West,5,8
202509060940,Sai Kung,North,11,17
202509060940,Sha Chau,North,6,12
202509060940,Sha Tin,North,8,15
202509060940,Shek Kong,East,5,12
202509060940,Stanley,Southwest,3,6
202509060940,Star Ferry,West,9,12
202509060940,Ta Kwu Ling,East,6,12
202509060940,Tai Mei Tuk,East,9,12
202509060940,Tai Po Kau,East,8,11
202509060940,Tap Mun,Variable,4,9
202509060940,Tate's Cairn,N/A,10,12
202509060940,Tseung Kwan O,Southeast,9,16
202509060940,Tsing Yi,West,8,12
202509060940,Tuen Mun,North,6,12
202509060940,Waglan Island,North,6,9
202509060940,Wetland Park,Variable,1,6
202509060940,Wong Chuk Hang,Southeast,6,11
