Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509061650,Central Pier,East,16,20
202509061650,Chek Lap Kok,Variable,6,12
202509061650,Cheung Chau,Southeast,22,26
202509061650,Cheung Chau Beach,East,15,23
202509061650,Green Island,South,26,30
202509061650,Hong Kong Sea School,East,9,17
202509061650,Kai Tak,Southeast,17,22
202509061650,King's Park,Southeast,12,21
202509061650,Lamma Island,Southeast,14,19
202509061650,Lau Fau Shan,West,17,21
202509061650,Ngong Ping,Variable,5,8
202509061650,North Point,East,15,22
202509061650,Peng Chau,South,11,18
202509061650,Sai Kung,South,12,15
202509061650,Sha Chau,Southwest,7,11
202509061650,Sha Tin,East,9,18
202509061650,Shek Kong,West,8,22
202509061650,Stanley,Southeast,12,18
202509061650,Star Ferry,East,14,21
202509061650,Ta Kwu Ling,East,12,21
202509061650,Tai Mei Tuk,Southeast,6,18
202509061650,Tai Po Kau,East,16,18
202509061650,Tap Mun,Southeast,17,19
202509061650,Tate's Cairn,N/A,14,16
202509061650,Tseung Kwan O,Northeast,6,14
202509061650,Tsing Yi,South,12,15
202509061650,Tuen Mun,Southeast,15,22
202509061650,Waglan Island,East,6,12
202509061650,Wetland Park,South,5,14
202509061650,Wong Chuk Hang,Southeast,6,12
