Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509061810,Central Pier,East,11,16
202509061810,Chek Lap Kok,East,11,18
202509061810,Cheung Chau,Southeast,16,19
202509061810,Cheung Chau Beach,Southeast,14,19
202509061810,Green Island,East,10,18
202509061810,Hong Kong Sea School,East,6,11
202509061810,Kai Tak,Southeast,13,17
202509061810,King's Park,Southeast,10,17
202509061810,Lamma Island,Southeast,12,17
202509061810,Lau Fau Shan,Southeast,9,14
202509061810,Ngong Ping,Northeast,9,11
202509061810,North Point,East,15,18
202509061810,Peng Chau,South,6,10
202509061810,Sai Kung,Southwest,6,9
202509061810,Sha Chau,Variable,10,14
202509061810,Sha Tin,East,4,9
202509061810,Shek Kong,Northeast,10,19
202509061810,Stanley,East,12,17
202509061810,Star Ferry,East,11,15
202509061810,Ta Kwu Ling,Southeast,6,15
202509061810,Tai Mei Tuk,Southeast,16,20
202509061810,Tai Po Kau,East,8,16
202509061810,Tap Mun,Southeast,12,18
202509061810,Tate's Cairn,N/A,15,16
202509061810,Tseung Kwan O,East,5,8
202509061810,Tsing Yi,Southeast,6,10
202509061810,Tuen Mun,South,14,23
202509061810,Waglan Island,East,7,11
202509061810,Wetland Park,South,6,12
202509061810,Wong Chuk Hang,Southeast,5,9
