Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509060930,Central Pier,Northwest,9,15
202509060930,Chek Lap Kok,Variable,5,7
202509060930,Cheung Chau,Northeast,7,12
202509060930,Cheung Chau Beach,Northeast,10,15
202509060930,Green Island,West,3,6
202509060930,Hong Kong Sea School,East,4,8
202509060930,Kai Tak,Variable,4,12
202509060930,King's Park,West,7,11
202509060930,Lamma Island,Northwest,7,9
202509060930,Lau Fau Shan,North,6,11
202509060930,Ngong Ping,East,12,19
202509060930,North Point,East,2,9
202509060930,Peng Chau,Northwest,5,9
202509060930,Sai Kung,Northeast,10,14
202509060930,Sha Chau,North,6,9
202509060930,Sha Tin,Northeast,9,17
202509060930,Shek Kong,East,5,13
202509060930,Stanley,Variable,1,4
202509060930,Star Ferry,West,6,9
202509060930,Ta Kwu Ling,East,5,9
202509060930,Tai Mei Tuk,East,10,15
202509060930,Tai Po Kau,East,8,12
202509060930,Tap Mun,Northwest,6,12
202509060930,Tate's Cairn,N/A,9,14
202509060930,Tseung Kwan O,East,6,15
202509060930,Tsing Yi,West,10,12
202509060930,Tuen Mun,Variable,3,11
202509060930,Waglan Island,Northeast,6,10
202509060930,Wetland Park,Variable,1,6
202509060930,Wong Chuk Hang,East,6,12
