Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509090150,Central Pier,East,6,18
202509090150,Chek Lap Kok,South,35,50
202509090150,Cheung Chau,South,39,58
202509090150,Cheung Chau Beach,South,19,37
202509090150,Green Island,South,46,72
202509090150,Hong Kong Sea School,South,5,13
202509090150,Kai Tak,South,17,38
202509090150,King's Park,South,12,26
202509090150,Lamma Island,Southeast,17,30
202509090150,Lau Fau Shan,South,15,31
202509090150,Ngong Ping,Southwest,49,72
202509090150,North Point,Variable,4,12
202509090150,Peng Chau,South,17,30
202509090150,Sai Kung,South,22,31
202509090150,Sha Chau,South,38,49
202509090150,Sha Tin,Southwest,12,23
202509090150,Shek Kong,South,16,36
202509090150,Stanley,Southwest,28,41
202509090150,Star Ferry,Southeast,22,38
202509090150,Ta Kwu Ling,Southeast,3,9
202509090150,Tai Mei Tuk,Southwest,17,30
202509090150,Tai Po Kau,Southeast,7,24
202509090150,Tap Mun,South,26,41
202509090150,Tate's Cairn,N/A,33,51
202509090150,Tseung Kwan O,Southwest,11,24
202509090150,Tsing Yi,Southeast,18,26
202509090150,Tuen Mun,Southeast,19,42
202509090150,Waglan Island,South,38,44
202509090150,Wetland Park,South,5,22
202509090150,Wong Chuk Hang,Northwest,10,21
