Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509081840,Central Pier,Variable,11,28
202509081840,Chek Lap Kok,South,32,51
202509081840,Cheung Chau,South,48,66
202509081840,Cheung Chau Beach,South,21,40
202509081840,Green Island,South,51,66
202509081840,Hong Kong Sea School,Southeast,6,21
202509081840,Kai Tak,South,20,48
202509081840,King's Park,South,15,29
202509081840,Lamma Island,South,22,38
202509081840,Lau Fau Shan,South,25,37
202509081840,Ngong Ping,Southwest,64,96
202509081840,North Point,Variable,5,15
202509081840,Peng Chau,South,26,53
202509081840,Sai Kung,South,30,39
202509081840,Sha Chau,South,44,58
202509081840,Sha Tin,Southwest,19,32
202509081840,Shek Kong,South,17,38
202509081840,Stanley,Southwest,38,51
202509081840,Star Ferry,South,19,39
202509081840,Ta Kwu Ling,South,9,18
202509081840,Tai Mei Tuk,South,12,33
202509081840,Tai Po Kau,Southeast,19,39
202509081840,Tap Mun,South,28,46
202509081840,Tate's Cairn,N/A,40,64
202509081840,Tseung Kwan O,South,12,26
202509081840,Tsing Yi,Southeast,28,39
202509081840,Tuen Mun,Southeast,30,51
202509081840,Waglan Island,South,46,55
202509081840,Wetland Park,Southeast,8,22
202509081840,Wong Chuk Hang,Northwest,12,23
