Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509081330,Central Pier,Variable,9,35
202509081330,Chek Lap Kok,South,30,56
202509081330,Cheung Chau,South,51,67
202509081330,Cheung Chau Beach,South,30,50
202509081330,Green Island,South,59,83
202509081330,Hong Kong Sea School,Variable,8,21
202509081330,Kai Tak,South,27,48
202509081330,King's Park,Southwest,20,44
202509081330,Lamma Island,South,26,50
202509081330,Lau Fau Shan,South,30,52
202509081330,Ngong Ping,Southwest,69,103
202509081330,North Point,Variable,5,18
202509081330,Peng Chau,South,26,49
202509081330,Sai Kung,South,35,55
202509081330,Sha Chau,Southwest,28,45
202509081330,Sha Tin,Southwest,18,37
202509081330,Shek Kong,South,25,44
202509081330,Stanley,Southwest,41,55
202509081330,Star Ferry,Southeast,22,44
202509081330,Ta Kwu Ling,South,17,34
202509081330,Tai Mei Tuk,Southwest,26,47
202509081330,Tai Po Kau,Southeast,11,22
202509081330,Tap Mun,South,29,54
202509081330,Tate's Cairn,N/A,39,58
202509081330,Tseung Kwan O,South,15,39
202509081330,Tsing Yi,Southeast,30,51
202509081330,Tuen Mun,South,27,48
202509081330,Waglan Island,South,57,64
202509081330,Wetland Park,Southeast,12,35
202509081330,Wong Chuk Hang,Northwest,13,27
