Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509080300,Central Pier,East,33,49
202509080300,Chek Lap Kok,East,43,64
202509080300,Cheung Chau,East,60,89
202509080300,Cheung Chau Beach,East,63,83
202509080300,Green Island,East,35,47
202509080300,Hong Kong Sea School,East,37,65
202509080300,Kai Tak,East,32,61
202509080300,King's Park,East,23,41
202509080300,Lamma Island,East,35,51
202509080300,Lau Fau Shan,East,23,37
202509080300,Ngong Ping,East,67,100
202509080300,North Point,East,27,48
202509080300,Peng Chau,East,53,66
202509080300,Sai Kung,East,29,43
202509080300,Sha Chau,East,35,50
202509080300,Sha Tin,East,6,20
202509080300,Shek Kong,East,33,51
202509080300,Stanley,Southeast,40,59
202509080300,Star Ferry,East,32,48
202509080300,Ta Kwu Ling,East,16,32
202509080300,Tai Mei Tuk,East,44,51
202509080300,Tai Po Kau,East,33,49
202509080300,Tap Mun,East,51,59
202509080300,Tate's Cairn,N/A,45,62
202509080300,Tseung Kwan O,Southeast,10,23
202509080300,Tsing Yi,East,17,33
202509080300,Tuen Mun,Variable,11,23
202509080300,Waglan Island,East,51,63
202509080300,Wetland Park,East,9,28
202509080300,Wong Chuk Hang,East,27,51
