Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509070940,Central Pier,East,18,33
202509070940,Chek Lap Kok,East,26,33
202509070940,Cheung Chau,East,28,44
202509070940,Cheung Chau Beach,Northeast,27,37
202509070940,Green Island,East,19,45
202509070940,Hong Kong Sea School,East,22,48
202509070940,Kai Tak,Southeast,22,39
202509070940,King's Park,Southeast,8,16
202509070940,Lamma Island,East,22,32
202509070940,Lau Fau Shan,Southeast,22,35
202509070940,Ngong Ping,East,32,49
202509070940,North Point,East,16,29
202509070940,Peng Chau,East,10,17
202509070940,Sai Kung,Northeast,22,33
202509070940,Sha Chau,East,18,27
202509070940,Sha Tin,Northeast,12,23
202509070940,Shek Kong,Northeast,15,30
202509070940,Stanley,Southeast,25,39
202509070940,Star Ferry,East,17,29
202509070940,Ta Kwu Ling,South,8,19
202509070940,Tai Mei Tuk,Northeast,22,31
202509070940,Tai Po Kau,Northeast,18,23
202509070940,Tap Mun,East,31,47
202509070940,Tate's Cairn,N/A,38,53
202509070940,Tseung Kwan O,Southeast,12,22
202509070940,Tsing Yi,East,7,16
202509070940,Tuen Mun,North,6,17
202509070940,Waglan Island,East,35,45
202509070940,Wetland Park,Southeast,5,21
202509070940,Wong Chuk Hang,Northeast,10,26
