Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509072350,Central Pier,Southeast,25,39
202509072350,Chek Lap Kok,East,27,43
202509072350,Cheung Chau,East,45,62
202509072350,Cheung Chau Beach,East,53,64
202509072350,Green Island,East,41,55
202509072350,Hong Kong Sea School,East,35,56
202509072350,Kai Tak,East,23,38
202509072350,King's Park,East,18,32
202509072350,Lamma Island,East,27,45
202509072350,Lau Fau Shan,East,14,24
202509072350,Ngong Ping,East,62,84
202509072350,North Point,East,22,37
202509072350,Peng Chau,East,40,50
202509072350,Sai Kung,Southeast,12,21
202509072350,Sha Chau,East,25,38
202509072350,Sha Tin,Southeast,12,23
202509072350,Shek Kong,East,23,35
202509072350,Stanley,Southeast,30,43
202509072350,Star Ferry,East,30,45
202509072350,Ta Kwu Ling,East,14,27
202509072350,Tai Mei Tuk,East,20,32
202509072350,Tai Po Kau,Southeast,26,43
202509072350,Tap Mun,Southeast,38,48
202509072350,Tate's Cairn,N/A,42,63
202509072350,Tseung Kwan O,Southeast,10,28
202509072350,Tsing Yi,East,13,22
202509072350,Tuen Mun,North,6,14
202509072350,Waglan Island,East,45,55
202509072350,Wetland Park,East,4,10
202509072350,Wong Chuk Hang,East,16,30
