Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509081540,Central Pier,Variable,11,28
202509081540,Chek Lap Kok,South,31,43
202509081540,Cheung Chau,South,51,65
202509081540,Cheung Chau Beach,South,32,49
202509081540,Green Island,South,46,62
202509081540,Hong Kong Sea School,Variable,6,18
202509081540,Kai Tak,South,21,43
202509081540,King's Park,South,17,32
202509081540,Lamma Island,South,12,28
202509081540,Lau Fau Shan,South,26,41
202509081540,Ngong Ping,Southwest,60,83
202509081540,North Point,Variable,8,24
202509081540,Peng Chau,South,26,47
202509081540,Sai Kung,South,33,49
202509081540,Sha Chau,South,40,53
202509081540,Sha Tin,Southwest,17,33
202509081540,Shek Kong,South,16,39
202509081540,Stanley,Southwest,31,40
202509081540,Star Ferry,Variable,16,47
202509081540,Ta Kwu Ling,South,10,21
202509081540,Tai Mei Tuk,South,10,32
202509081540,Tai Po Kau,Southeast,12,43
202509081540,Tap Mun,South,27,39
202509081540,Tate's Cairn,N/A,35,53
202509081540,Tseung Kwan O,Southwest,12,34
202509081540,Tsing Yi,Southeast,28,40
202509081540,Tuen Mun,Southeast,28,51
202509081540,Waglan Island,South,39,46
202509081540,Wetland Park,Southeast,8,23
202509081540,Wong Chuk Hang,Variable,14,28
