Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509070900,Central Pier,East,12,19
202509070900,Chek Lap Kok,East,21,32
202509070900,Cheung Chau,East,24,35
202509070900,Cheung Chau Beach,Northeast,26,34
202509070900,Green Island,Northeast,21,26
202509070900,Hong Kong Sea School,East,25,42
202509070900,Kai Tak,Variable,9,17
202509070900,King's Park,Northeast,8,24
202509070900,Lamma Island,East,18,29
202509070900,Lau Fau Shan,East,16,28
202509070900,Ngong Ping,East,50,68
202509070900,North Point,Northeast,19,24
202509070900,Peng Chau,Northeast,22,27
202509070900,Sai Kung,Northeast,19,28
202509070900,Sha Chau,Southeast,23,38
202509070900,Sha Tin,East,12,29
202509070900,Shek Kong,East,8,21
202509070900,Stanley,Southeast,25,36
202509070900,Star Ferry,East,8,15
202509070900,Ta Kwu Ling,East,15,27
202509070900,Tai Mei Tuk,Northeast,22,31
202509070900,Tai Po Kau,Southeast,22,36
202509070900,Tap Mun,Southeast,46,55
202509070900,Tate's Cairn,N/A,33,48
202509070900,Tseung Kwan O,Northeast,10,25
202509070900,Tsing Yi,Variable,8,26
202509070900,Tuen Mun,Southeast,18,38
202509070900,Waglan Island,East,32,40
202509070900,Wetland Park,Variable,4,12
202509070900,Wong Chuk Hang,Southeast,6,19
