Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509082030,Central Pier,Southeast,6,14
202509082030,Chek Lap Kok,South,24,35
202509082030,Cheung Chau,South,36,46
202509082030,Cheung Chau Beach,South,21,32
202509082030,Green Island,South,41,51
202509082030,Hong Kong Sea School,East,4,12
202509082030,Kai Tak,South,17,30
202509082030,King's Park,South,15,27
202509082030,Lamma Island,South,15,28
202509082030,Lau Fau Shan,South,23,36
202509082030,Ngong Ping,Southwest,47,71
202509082030,North Point,South,5,14
202509082030,Peng Chau,South,18,36
202509082030,Sai Kung,South,30,40
202509082030,Sha Chau,South,36,49
202509082030,Sha Tin,Southwest,12,23
202509082030,Shek Kong,South,14,30
202509082030,Stanley,Southwest,30,40
202509082030,Star Ferry,Southeast,17,32
202509082030,Ta Kwu Ling,South,10,18
202509082030,Tai Mei Tuk,South,5,21
202509082030,Tai Po Kau,Southeast,15,28
202509082030,Tap Mun,South,23,35
202509082030,Tate's Cairn,N/A,32,44
202509082030,Tseung Kwan O,South,10,22
202509082030,Tsing Yi,Southeast,25,36
202509082030,Tuen Mun,Southeast,24,53
202509082030,Waglan Island,South,40,46
202509082030,Wetland Park,South,6,15
202509082030,Wong Chuk Hang,Northwest,8,19
