Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509081040,Central Pier,East,21,49
202509081040,Chek Lap Kok,South,49,71
202509081040,Cheung Chau,South,72,95
202509081040,Cheung Chau Beach,South,37,60
202509081040,Green Island,South,73,90
202509081040,Hong Kong Sea School,Variable,6,22
202509081040,Kai Tak,South,35,72
202509081040,King's Park,South,24,63
202509081040,Lamma Island,Southeast,30,61
202509081040,Lau Fau Shan,Southeast,42,74
202509081040,Ngong Ping,Southwest,72,112
202509081040,North Point,Variable,13,24
202509081040,Peng Chau,South,34,62
202509081040,Sai Kung,South,44,63
202509081040,Sha Chau,South,59,82
202509081040,Sha Tin,South,14,40
202509081040,Shek Kong,South,14,44
202509081040,Stanley,Southwest,60,85
202509081040,Star Ferry,Southeast,30,53
202509081040,Ta Kwu Ling,South,14,34
202509081040,Tai Mei Tuk,South,12,38
202509081040,Tai Po Kau,Southeast,21,46
202509081040,Tap Mun,South,46,68
202509081040,Tate's Cairn,N/A,57,87
202509081040,Tseung Kwan O,Southwest,12,42
202509081040,Tsing Yi,Southeast,51,68
202509081040,Tuen Mun,South,36,66
202509081040,Waglan Island,South,70,92
202509081040,Wetland Park,Southeast,19,51
202509081040,Wong Chuk Hang,Northwest,15,32
