Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509082320,Central Pier,Variable,8,15
202509082320,Chek Lap Kok,South,34,46
202509082320,Cheung Chau,South,35,50
202509082320,Cheung Chau Beach,South,15,28
202509082320,Green Island,South,40,49
202509082320,Hong Kong Sea School,Variable,4,16
202509082320,Kai Tak,Southeast,17,27
202509082320,King's Park,South,12,20
202509082320,Lamma Island,Southeast,12,24
202509082320,Lau Fau Shan,South,12,21
202509082320,Ngong Ping,Southwest,49,65
202509082320,North Point,South,2,15
202509082320,Peng Chau,South,19,36
202509082320,Sai Kung,South,19,26
202509082320,Sha Chau,South,39,49
202509082320,Sha Tin,Southwest,9,16
202509082320,Shek Kong,South,16,35
202509082320,Stanley,Southwest,24,34
202509082320,Star Ferry,Southeast,14,30
202509082320,Ta Kwu Ling,South,6,17
202509082320,Tai Mei Tuk,South,5,19
202509082320,Tai Po Kau,Southeast,10,21
202509082320,Tap Mun,South,19,33
202509082320,Tate's Cairn,N/A,27,51
202509082320,Tseung Kwan O,South,8,19
202509082320,Tsing Yi,Southeast,26,36
202509082320,Tuen Mun,Southeast,21,37
202509082320,Waglan Island,South,32,37
202509082320,Wetland Park,Southeast,1,11
202509082320,Wong Chuk Hang,Northwest,6,14
