Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509072120,Central Pier,East,19,30
202509072120,Chek Lap Kok,East,28,40
202509072120,Cheung Chau,East,40,55
202509072120,Cheung Chau Beach,East,44,54
202509072120,Green Island,East,40,51
202509072120,Hong Kong Sea School,East,30,47
202509072120,Kai Tak,East,15,26
202509072120,King's Park,East,19,32
202509072120,Lamma Island,East,25,40
202509072120,Lau Fau Shan,Northeast,18,25
202509072120,Ngong Ping,East,50,72
202509072120,North Point,East,20,28
202509072120,Peng Chau,East,40,50
202509072120,Sai Kung,East,8,13
202509072120,Sha Chau,Variable,27,44
202509072120,Sha Tin,Southeast,6,15
202509072120,Shek Kong,East,17,28
202509072120,Stanley,Southeast,27,46
202509072120,Star Ferry,East,22,36
202509072120,Ta Kwu Ling,East,12,19
202509072120,Tai Mei Tuk,Northeast,13,24
202509072120,Tai Po Kau,Southeast,15,25
202509072120,Tap Mun,Southeast,29,39
202509072120,Tate's Cairn,N/A,29,46
202509072120,Tseung Kwan O,Southeast,6,14
202509072120,Tsing Yi,East,13,29
202509072120,Tuen Mun,North,9,22
202509072120,Waglan Island,East,42,51
202509072120,Wetland Park,Northeast,5,19
202509072120,Wong Chuk Hang,East,14,31
