Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509082220,Central Pier,East,12,17
202509082220,Chek Lap Kok,South,30,48
202509082220,Cheung Chau,South,30,40
202509082220,Cheung Chau Beach,South,17,31
202509082220,Green Island,South,36,48
202509082220,Hong Kong Sea School,Variable,4,11
202509082220,Kai Tak,South,10,18
202509082220,King's Park,South,14,30
202509082220,Lamma Island,Southeast,12,25
202509082220,Lau Fau Shan,South,21,33
202509082220,Ngong Ping,Southwest,42,63
202509082220,North Point,Variable,5,24
202509082220,Peng Chau,South,16,28
202509082220,Sai Kung,South,19,25
202509082220,Sha Chau,South,42,62
202509082220,Sha Tin,Southwest,15,27
202509082220,Shek Kong,South,14,33
202509082220,Stanley,Southwest,27,36
202509082220,Star Ferry,Southeast,10,21
202509082220,Ta Kwu Ling,South,8,15
202509082220,Tai Mei Tuk,Southwest,10,19
202509082220,Tai Po Kau,Southeast,12,28
202509082220,Tap Mun,South,19,30
202509082220,Tate's Cairn,N/A,35,55
202509082220,Tseung Kwan O,South,10,22
202509082220,Tsing Yi,Southeast,21,32
202509082220,Tuen Mun,Southeast,23,37
202509082220,Waglan Island,South,27,35
202509082220,Wetland Park,Southeast,4,15
202509082220,Wong Chuk Hang,Northwest,5,12
