Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509072230,Central Pier,Southeast,23,43
202509072230,Chek Lap Kok,East,30,41
202509072230,Cheung Chau,East,45,64
202509072230,Cheung Chau Beach,East,45,58
202509072230,Green Island,East,40,60
202509072230,Hong Kong Sea School,East,31,51
202509072230,Kai Tak,East,18,29
202509072230,King's Park,East,21,41
202509072230,Lamma Island,East,30,45
202509072230,Lau Fau Shan,Northeast,17,27
202509072230,Ngong Ping,East,52,70
202509072230,North Point,East,22,33
202509072230,Peng Chau,East,36,46
202509072230,Sai Kung,Northeast,12,19
202509072230,Sha Chau,East,22,30
202509072230,Sha Tin,Northeast,4,11
202509072230,Shek Kong,Northeast,22,34
202509072230,Stanley,Southeast,25,40
202509072230,Star Ferry,East,21,36
202509072230,Ta Kwu Ling,East,8,13
202509072230,Tai Mei Tuk,Northeast,22,28
202509072230,Tai Po Kau,East,22,26
202509072230,Tap Mun,East,37,48
202509072230,Tate's Cairn,N/A,37,51
202509072230,Tseung Kwan O,Variable,3,11
202509072230,Tsing Yi,Southeast,12,27
202509072230,Tuen Mun,North,6,12
202509072230,Waglan Island,East,48,62
202509072230,Wetland Park,Northeast,4,15
202509072230,Wong Chuk Hang,East,14,35
