Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509080550,Central Pier,Southeast,35,67
202509080550,Chek Lap Kok,Southeast,38,69
202509080550,Cheung Chau,Southeast,77,94
202509080550,Cheung Chau Beach,East,39,71
202509080550,Green Island,Southeast,51,102
202509080550,Hong Kong Sea School,Variable,23,54
202509080550,Kai Tak,East,41,71
202509080550,King's Park,Southeast,26,59
202509080550,Lamma Island,Southeast,51,81
202509080550,Lau Fau Shan,Southeast,29,51
202509080550,Ngong Ping,East,95,141
202509080550,North Point,East,17,48
202509080550,Peng Chau,Southeast,38,75
202509080550,Sai Kung,Southeast,46,77
202509080550,Sha Chau,Southeast,53,72
202509080550,Sha Tin,Southeast,21,54
202509080550,Shek Kong,East,28,58
202509080550,Stanley,South,60,87
202509080550,Star Ferry,East,40,64
202509080550,Ta Kwu Ling,East,27,53
202509080550,Tai Mei Tuk,East,46,70
202509080550,Tai Po Kau,Southeast,44,72
202509080550,Tap Mun,Southeast,73,86
202509080550,Tate's Cairn,N/A,42,76
202509080550,Tseung Kwan O,Southeast,22,53
202509080550,Tsing Yi,Southeast,28,66
202509080550,Tuen Mun,Southeast,28,62
202509080550,Waglan Island,East,81,91
202509080550,Wetland Park,Southeast,18,42
202509080550,Wong Chuk Hang,East,32,69
