Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509060230,Central Pier,East,9,12
202509060230,Chek Lap Kok,East,8,12
202509060230,Cheung Chau,East,9,11
202509060230,Cheung Chau Beach,Northeast,8,11
202509060230,Green Island,Northeast,5,8
202509060230,Hong Kong Sea School,Northeast,6,11
202509060230,Kai Tak,Southeast,5,9
202509060230,King's Park,East,6,12
202509060230,Lamma Island,East,4,6
202509060230,Lau Fau Shan,East,1,2
202509060230,Ngong Ping,Southeast,30,43
202509060230,North Point,East,8,12
202509060230,Peng Chau,Southeast,5,8
202509060230,Sai Kung,Variable,1,4
202509060230,Sha Chau,Southeast,12,17
202509060230,Sha Tin,Calm,0,
202509060230,Shek Kong,West,1,4
202509060230,Stanley,East,8,11
202509060230,Star Ferry,East,5,9
202509060230,Ta Kwu Ling,Southeast,3,5
202509060230,Tai Mei Tuk,Northeast,3,7
202509060230,Tai Po Kau,South,2,6
202509060230,Tap Mun,Southwest,4,5
202509060230,Tate's Cairn,N/A,12,14
202509060230,Tseung Kwan O,Northeast,1,4
202509060230,Tsing Yi,Calm,2,
202509060230,Tuen Mun,Calm,3,
202509060230,Waglan Island,East,8,9
202509060230,Wetland Park,Calm,0,
202509060230,Wong Chuk Hang,Calm,1,
