Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509060830,Central Pier,Northwest,6,10
202509060830,Chek Lap Kok,Variable,3,5
202509060830,Cheung Chau,North,8,11
202509060830,Cheung Chau Beach,Northeast,6,10
202509060830,Green Island,Northwest,4,10
202509060830,Hong Kong Sea School,Northeast,5,9
202509060830,Kai Tak,Northeast,8,14
202509060830,King's Park,Northwest,5,10
202509060830,Lamma Island,North,9,12
202509060830,Lau Fau Shan,Northeast,5,9
202509060830,Ngong Ping,East,10,16
202509060830,North Point,Calm,0,
202509060830,Peng Chau,Northwest,8,11
202509060830,Sai Kung,Northeast,5,10
202509060830,Sha Chau,Variable,5,6
202509060830,Sha Tin,East,6,10
202509060830,Shek Kong,East,1,4
202509060830,Stanley,Variable,1,4
202509060830,Star Ferry,West,8,10
202509060830,Ta Kwu Ling,Northeast,3,8
202509060830,Tai Mei Tuk,Southwest,3,6
202509060830,Tai Po Kau,East,1,4
202509060830,Tap Mun,Northwest,5,9
202509060830,Tate's Cairn,N/A,6,11
202509060830,Tseung Kwan O,East,8,17
202509060830,Tsing Yi,Northwest,6,9
202509060830,Tuen Mun,North,4,9
202509060830,Waglan Island,Northeast,6,9
202509060830,Wetland Park,Variable,1,4
202509060830,Wong Chuk Hang,Northeast,3,11
