Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509072010,Central Pier,Southeast,17,32
202509072010,Chek Lap Kok,East,26,36
202509072010,Cheung Chau,Southeast,61,72
202509072010,Cheung Chau Beach,East,55,69
202509072010,Green Island,Southeast,32,43
202509072010,Hong Kong Sea School,East,17,36
202509072010,Kai Tak,Southeast,30,49
202509072010,King's Park,Southeast,19,39
202509072010,Lamma Island,Southeast,29,43
202509072010,Lau Fau Shan,East,15,23
202509072010,Ngong Ping,East,65,90
202509072010,North Point,East,10,24
202509072010,Peng Chau,Southeast,30,53
202509072010,Sai Kung,Southeast,35,45
202509072010,Sha Chau,Variable,21,32
202509072010,Sha Tin,Southeast,16,35
202509072010,Shek Kong,East,19,30
202509072010,Stanley,Southeast,36,50
202509072010,Star Ferry,Southeast,36,50
202509072010,Ta Kwu Ling,East,11,26
202509072010,Tai Mei Tuk,East,32,40
202509072010,Tai Po Kau,Southeast,25,59
202509072010,Tap Mun,Southeast,54,64
202509072010,Tate's Cairn,N/A,30,55
202509072010,Tseung Kwan O,Southeast,14,36
202509072010,Tsing Yi,Southeast,16,42
202509072010,Tuen Mun,Calm,0,
202509072010,Waglan Island,East,44,50
202509072010,Wetland Park,East,3,12
202509072010,Wong Chuk Hang,East,14,30
