Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509081420,Central Pier,Variable,11,26
202509081420,Chek Lap Kok,South,33,64
202509081420,Cheung Chau,South,59,76
202509081420,Cheung Chau Beach,South,37,54
202509081420,Green Island,South,55,72
202509081420,Hong Kong Sea School,Variable,9,26
202509081420,Kai Tak,South,18,30
202509081420,King's Park,Southwest,24,49
202509081420,Lamma Island,South,25,40
202509081420,Lau Fau Shan,South,30,57
202509081420,Ngong Ping,Southwest,69,103
202509081420,North Point,South,6,18
202509081420,Peng Chau,South,22,49
202509081420,Sai Kung,South,30,42
202509081420,Sha Chau,South,44,62
202509081420,Sha Tin,Southwest,18,32
202509081420,Shek Kong,South,18,46
202509081420,Stanley,Southwest,41,55
202509081420,Star Ferry,Southeast,24,56
202509081420,Ta Kwu Ling,South,15,28
202509081420,Tai Mei Tuk,Southwest,16,40
202509081420,Tai Po Kau,Southeast,15,32
202509081420,Tap Mun,South,36,55
202509081420,Tate's Cairn,N/A,42,63
202509081420,Tseung Kwan O,Southwest,11,30
202509081420,Tsing Yi,Southeast,32,45
202509081420,Tuen Mun,Southeast,30,54
202509081420,Waglan Island,South,53,60
202509081420,Wetland Park,Southeast,12,28
202509081420,Wong Chuk Hang,Northwest,12,28
