Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509072050,Central Pier,East,28,40
202509072050,Chek Lap Kok,East,22,36
202509072050,Cheung Chau,East,44,67
202509072050,Cheung Chau Beach,East,48,57
202509072050,Green Island,East,36,48
202509072050,Hong Kong Sea School,East,26,44
202509072050,Kai Tak,East,15,28
202509072050,King's Park,East,21,34
202509072050,Lamma Island,East,29,47
202509072050,Lau Fau Shan,East,6,12
202509072050,Ngong Ping,East,59,83
202509072050,North Point,East,24,36
202509072050,Peng Chau,East,30,41
202509072050,Sai Kung,East,9,15
202509072050,Sha Chau,Southeast,32,44
202509072050,Sha Tin,Variable,8,28
202509072050,Shek Kong,East,15,31
202509072050,Stanley,Southeast,25,38
202509072050,Star Ferry,East,22,39
202509072050,Ta Kwu Ling,Southeast,5,13
202509072050,Tai Mei Tuk,Northeast,17,30
202509072050,Tai Po Kau,Southeast,16,27
202509072050,Tap Mun,Southeast,24,30
202509072050,Tate's Cairn,N/A,39,56
202509072050,Tseung Kwan O,Southeast,9,26
202509072050,Tsing Yi,Southeast,17,29
202509072050,Tuen Mun,Variable,8,19
202509072050,Waglan Island,East,35,42
202509072050,Wetland Park,Southeast,6,15
202509072050,Wong Chuk Hang,East,19,35
