Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509070710,Central Pier,East,23,43
202509070710,Chek Lap Kok,East,17,23
202509070710,Cheung Chau,East,40,71
202509070710,Cheung Chau Beach,East,43,58
202509070710,Green Island,Northeast,34,48
202509070710,Hong Kong Sea School,West,23,46
202509070710,Kai Tak,East,19,34
202509070710,King's Park,Southeast,10,20
202509070710,Lamma Island,East,28,42
202509070710,Lau Fau Shan,Northeast,11,17
202509070710,Ngong Ping,East,40,55
202509070710,North Point,East,23,30
202509070710,Peng Chau,East,29,41
202509070710,Sai Kung,Northeast,22,40
202509070710,Sha Chau,Variable,14,22
202509070710,Sha Tin,Northeast,11,24
202509070710,Shek Kong,Northeast,9,21
202509070710,Stanley,Southeast,22,35
202509070710,Star Ferry,East,25,40
202509070710,Ta Kwu Ling,East,4,10
202509070710,Tai Mei Tuk,Northeast,21,30
202509070710,Tai Po Kau,Southeast,17,26
202509070710,Tap Mun,East,32,38
202509070710,Tate's Cairn,N/A,40,49
202509070710,Tseung Kwan O,East,6,18
202509070710,Tsing Yi,Southeast,6,14
202509070710,Tuen Mun,North,6,11
202509070710,Waglan Island,East,38,45
202509070710,Wetland Park,Calm,6,
202509070710,Wong Chuk Hang,Southeast,11,32
