Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509080850,Central Pier,Southeast,21,44
202509080850,Chek Lap Kok,Southeast,51,75
202509080850,Cheung Chau,Southeast,71,103
202509080850,Cheung Chau Beach,Southeast,35,72
202509080850,Green Island,South,41,72
202509080850,Hong Kong Sea School,Variable,10,32
202509080850,Kai Tak,Southeast,54,76
202509080850,King's Park,Southeast,29,59
202509080850,Lamma Island,Southeast,51,74
202509080850,Lau Fau Shan,Southeast,35,60
202509080850,Ngong Ping,Southwest,80,125
202509080850,North Point,East,13,39
202509080850,Peng Chau,Southeast,34,62
202509080850,Sai Kung,Southeast,69,86
202509080850,Sha Chau,South,62,87
202509080850,Sha Tin,South,20,56
202509080850,Shek Kong,East,12,42
202509080850,Stanley,South,66,87
202509080850,Star Ferry,Southeast,39,67
202509080850,Ta Kwu Ling,Southeast,20,53
202509080850,Tai Mei Tuk,Southeast,30,70
202509080850,Tai Po Kau,Southeast,47,89
202509080850,Tap Mun,Southeast,81,103
202509080850,Tate's Cairn,N/A,67,103
202509080850,Tseung Kwan O,Variable,14,36
202509080850,Tsing Yi,Southeast,24,56
202509080850,Tuen Mun,Southeast,22,53
202509080850,Waglan Island,Southeast,74,90
202509080850,Wetland Park,Southeast,17,42
202509080850,Wong Chuk Hang,East,24,66
